value,source_id,notes_ids,iso3,Income_saving,Country__ESTANDAR,Years__ESTANDAR
595.0401,,,CHL,Net current transferences,Chile,2003
1061.6312,,,CHL,Net current transferences,Chile,2004
1798.6294,,,CHL,Net current transferences,Chile,2005
3273.7083,,,CHL,Net current transferences,Chile,2006
2792.7203,,,CHL,Net current transferences,Chile,2007
2647.8379,,,CHL,Net current transferences,Chile,2008
1135.5812,,,CHL,Net current transferences,Chile,2009
2686.2771,,,CHL,Net current transferences,Chile,2010
2138.0238,,,CHL,Net current transferences,Chile,2011
1652.5949,,,CHL,Net current transferences,Chile,2012
1637.331,,,CHL,Net current transferences,Chile,2013
1519.1183,,,CHL,Net current transferences,Chile,2014
1347.9734,,,CHL,Net current transferences,Chile,2015
929.0272,,,CHL,Net current transferences,Chile,2016
1260.0113,,,CHL,Net current transferences,Chile,2017
1829.3799,,,CHL,Net current transferences,Chile,2018
1026.0,,,COL,Net current transferences,Colombia,1990
1698.0,,,COL,Net current transferences,Colombia,1991
1733.8,,,COL,Net current transferences,Colombia,1992
1138.0,,,COL,Net current transferences,Colombia,1993
1068.7182,,,COL,Net current transferences,Colombia,1994
798.8479,,,COL,Net current transferences,Colombia,1995
705.8759,,,COL,Net current transferences,Colombia,1996
713.3246,,,COL,Net current transferences,Colombia,1997
750.4071,,,COL,Net current transferences,Colombia,1998
1454.629,,,COL,Net current transferences,Colombia,1999
1673.1789,,,COL,Net current transferences,Colombia,2000
2354.0035,,,COL,Net current transferences,Colombia,2001
2655.805,,,COL,Net current transferences,Colombia,2002
3308.5043,,,COL,Net current transferences,Colombia,2003
3724.2593,,,COL,Net current transferences,Colombia,2004
4081.8948,,,COL,Net current transferences,Colombia,2005
4714.1918,,,COL,Net current transferences,Colombia,2006
5152.8908,,,COL,Net current transferences,Colombia,2007
5454.6212,,,COL,Net current transferences,Colombia,2008
4558.239,,,COL,Net current transferences,Colombia,2009
4659.4285,,,COL,Net current transferences,Colombia,2010
5051.0603,,,COL,Net current transferences,Colombia,2011
4832.666,,,COL,Net current transferences,Colombia,2012
4886.8897,,,COL,Net current transferences,Colombia,2013
4621.6436,,,COL,Net current transferences,Colombia,2014
5751.7097,,,COL,Net current transferences,Colombia,2015
6176.7627,,,COL,Net current transferences,Colombia,2016
6883.3526,,,COL,Net current transferences,Colombia,2017
7957.4107,,,COL,Net current transferences,Colombia,2018
191.9,,,CRI,Net current transferences,Costa Rica,1990
141.6,,,CRI,Net current transferences,Costa Rica,1991
163.3,,,CRI,Net current transferences,Costa Rica,1992
143.1,,,CRI,Net current transferences,Costa Rica,1993
155.2,,,CRI,Net current transferences,Costa Rica,1994
133.9,,,CRI,Net current transferences,Costa Rica,1995
149.48,,,CRI,Net current transferences,Costa Rica,1996
125.5,,,CRI,Net current transferences,Costa Rica,1997
113.21,,,CRI,Net current transferences,Costa Rica,1998
67.0082,,,CRI,Net current transferences,Costa Rica,1999
49.8791,,,CRI,Net current transferences,Costa Rica,2000
140.9519,,,CRI,Net current transferences,Costa Rica,2001
170.2975,,,CRI,Net current transferences,Costa Rica,2002
180.916,,,CRI,Net current transferences,Costa Rica,2003
189.9788,,,CRI,Net current transferences,Costa Rica,2004
253.9237,,,CRI,Net current transferences,Costa Rica,2005
332.8541,,,CRI,Net current transferences,Costa Rica,2006
460.0449,,,CRI,Net current transferences,Costa Rica,2007
415.6282,,,CRI,Net current transferences,Costa Rica,2008
344.8969,,,CRI,Net current transferences,Costa Rica,2009
388.0641,,,CRI,Net current transferences,Costa Rica,2010
347.6143,,,CRI,Net current transferences,Costa Rica,2011
408.2782,,,CRI,Net current transferences,Costa Rica,2012
392.1227,,,CRI,Net current transferences,Costa Rica,2013
450.241,,,CRI,Net current transferences,Costa Rica,2014
457.0818,,,CRI,Net current transferences,Costa Rica,2015
510.4969,,,CRI,Net current transferences,Costa Rica,2016
578.8905,,,CRI,Net current transferences,Costa Rica,2017
557.6662,,,CRI,Net current transferences,Costa Rica,2018
107.0,,,ECU,Net current transferences,Ecuador,1990
110.0,,,ECU,Net current transferences,Ecuador,1991
120.0,,,ECU,Net current transferences,Ecuador,1992
255.45,,,ECU,Net current transferences,Ecuador,1993
322.34,,,ECU,Net current transferences,Ecuador,1994
441.91,,,ECU,Net current transferences,Ecuador,1995
491.74,,,ECU,Net current transferences,Ecuador,1996
620.93,,,ECU,Net current transferences,Ecuador,1997
766.95,,,ECU,Net current transferences,Ecuador,1998
1089.5,,,ECU,Net current transferences,Ecuador,1999
1351.7817,,,ECU,Net current transferences,Ecuador,2000
1638.8201,,,ECU,Net current transferences,Ecuador,2001
1651.6752,,,ECU,Net current transferences,Ecuador,2002
1769.4258,,,ECU,Net current transferences,Ecuador,2003
2030.2201,,,ECU,Net current transferences,Ecuador,2004
2660.9394,,,ECU,Net current transferences,Ecuador,2005
3103.8645,,,ECU,Net current transferences,Ecuador,2006
3403.0519,,,ECU,Net current transferences,Ecuador,2007
3220.9744,,,ECU,Net current transferences,Ecuador,2008
2721.6367,,,ECU,Net current transferences,Ecuador,2009
2480.9944,,,ECU,Net current transferences,Ecuador,2010
2722.3957,,,ECU,Net current transferences,Ecuador,2011
2480.181,,,ECU,Net current transferences,Ecuador,2012
2375.9145,,,ECU,Net current transferences,Ecuador,2013
2108.4721,,,ECU,Net current transferences,Ecuador,2014
1962.5249,,,ECU,Net current transferences,Ecuador,2015
2333.039,,,ECU,Net current transferences,Ecuador,2016
2626.9381,,,ECU,Net current transferences,Ecuador,2017
2408.8617,,,ECU,Net current transferences,Ecuador,2018
521.9228,,,SLV,Net current transferences,El Salvador,1990
624.9982,,,SLV,Net current transferences,El Salvador,1991
852.0683,,,SLV,Net current transferences,El Salvador,1992
1002.1219,,,SLV,Net current transferences,El Salvador,1993
1288.3895,,,SLV,Net current transferences,El Salvador,1994
1388.6409,,,SLV,Net current transferences,El Salvador,1995
1253.8027,,,SLV,Net current transferences,El Salvador,1996
1360.8591,,,SLV,Net current transferences,El Salvador,1997
1526.7798,,,SLV,Net current transferences,El Salvador,1998
1581.5,,,SLV,Net current transferences,El Salvador,1999
1797.1,,,SLV,Net current transferences,El Salvador,2000
2298.3,,,SLV,Net current transferences,El Salvador,2001
2022.9,,,SLV,Net current transferences,El Salvador,2002
2114.26,,,SLV,Net current transferences,El Salvador,2003
2555.0,,,SLV,Net current transferences,El Salvador,2004
3034.8,,,SLV,Net current transferences,El Salvador,2005
3472.02,,,SLV,Net current transferences,El Salvador,2006
3745.59,,,SLV,Net current transferences,El Salvador,2007
3746.62,,,SLV,Net current transferences,El Salvador,2008
3441.83,,,SLV,Net current transferences,El Salvador,2009
3629.3,,,SLV,Net current transferences,El Salvador,2010
3829.53,,,SLV,Net current transferences,El Salvador,2011
4016.31,,,SLV,Net current transferences,El Salvador,2012
4090.19,,,SLV,Net current transferences,El Salvador,2013
4240.44,,,SLV,Net current transferences,El Salvador,2014
4349.13,,,SLV,Net current transferences,El Salvador,2015
4542.35,,,SLV,Net current transferences,El Salvador,2016
5034.5,,,SLV,Net current transferences,El Salvador,2017
5369.25,,,SLV,Net current transferences,El Salvador,2018
207.0,,,GTM,Net current transferences,Guatemala,1990
259.7,,,GTM,Net current transferences,Guatemala,1991
390.5,,,GTM,Net current transferences,Guatemala,1992
363.2,,,GTM,Net current transferences,Guatemala,1993
448.6,,,GTM,Net current transferences,Guatemala,1994
491.2,,,GTM,Net current transferences,Guatemala,1995
522.5,,,GTM,Net current transferences,Guatemala,1996
606.7,,,GTM,Net current transferences,Guatemala,1997
705.3,,,GTM,Net current transferences,Guatemala,1998
714.9,,,GTM,Net current transferences,Guatemala,1999
865.3,,,GTM,Net current transferences,Guatemala,2000
996.7854,,,GTM,Net current transferences,Guatemala,2001
1976.2601,,,GTM,Net current transferences,Guatemala,2002
2461.8575,,,GTM,Net current transferences,Guatemala,2003
3050.245,,,GTM,Net current transferences,Guatemala,2004
3576.4,,,GTM,Net current transferences,Guatemala,2005
4268.2,,,GTM,Net current transferences,Guatemala,2006
4854.1,,,GTM,Net current transferences,Guatemala,2007
5064.2739,,,GTM,Net current transferences,Guatemala,2008
4618.0787,,,GTM,Net current transferences,Guatemala,2009
5013.3607,,,GTM,Net current transferences,Guatemala,2010
5156.3228,,,GTM,Net current transferences,Guatemala,2011
5682.8973,,,GTM,Net current transferences,Guatemala,2012
5712.0733,,,GTM,Net current transferences,Guatemala,2013
6315.593,,,GTM,Net current transferences,Guatemala,2014
7071.1284,,,GTM,Net current transferences,Guatemala,2015
7917.3823,,,GTM,Net current transferences,Guatemala,2016
8858.1955,,,GTM,Net current transferences,Guatemala,2017
9970.8321,,,GTM,Net current transferences,Guatemala,2018
279.7,,,HND,Net current transferences,Honduras,1990
197.3,,,HND,Net current transferences,Honduras,1991
216.0,,,HND,Net current transferences,Honduras,1992
218.3,,,HND,Net current transferences,Honduras,1993
210.9,,,HND,Net current transferences,Honduras,1994
264.0,,,HND,Net current transferences,Honduras,1995
276.7,,,HND,Net current transferences,Honduras,1996
312.0,,,HND,Net current transferences,Honduras,1997
487.5,,,HND,Net current transferences,Honduras,1998
736.9,,,HND,Net current transferences,Honduras,1999
537.6201,,,HND,Net current transferences,Honduras,2000
714.9768,,,HND,Net current transferences,Honduras,2001
846.2672,,,HND,Net current transferences,Honduras,2002
991.1832,,,HND,Net current transferences,Honduras,2003
1265.4,,,HND,Net current transferences,Honduras,2004
1895.2,,,HND,Net current transferences,Honduras,2005
2450.3,,,HND,Net current transferences,Honduras,2006
2671.3,,,HND,Net current transferences,Honduras,2007
2973.4,,,HND,Net current transferences,Honduras,2008
2638.1,,,HND,Net current transferences,Honduras,2009
2881.6,,,HND,Net current transferences,Honduras,2010
3137.7,,,HND,Net current transferences,Honduras,2011
3287.7,,,HND,Net current transferences,Honduras,2012
3405.3,,,HND,Net current transferences,Honduras,2013
3637.9,,,HND,Net current transferences,Honduras,2014
3840.5,,,HND,Net current transferences,Honduras,2015
4002.8,,,HND,Net current transferences,Honduras,2016
4645.8,,,HND,Net current transferences,Honduras,2017
5179.7,,,HND,Net current transferences,Honduras,2018
3961.4,,,MEX,Net current transferences,Mexico,1990
2967.6,,,MEX,Net current transferences,Mexico,1991
3360.8,,,MEX,Net current transferences,Mexico,1992
3613.7,,,MEX,Net current transferences,Mexico,1993
3753.2,,,MEX,Net current transferences,Mexico,1994
3940.1,,,MEX,Net current transferences,Mexico,1995
4511.0,,,MEX,Net current transferences,Mexico,1996
5218.6,,,MEX,Net current transferences,Mexico,1997
5981.2,,,MEX,Net current transferences,Mexico,1998
6277.6,,,MEX,Net current transferences,Mexico,1999
6953.1,,,MEX,Net current transferences,Mexico,2000
9290.8,,,MEX,Net current transferences,Mexico,2001
10337.1,,,MEX,Net current transferences,Mexico,2002
15651.0,,,MEX,Net current transferences,Mexico,2003
18834.0,,,MEX,Net current transferences,Mexico,2004
22275.2,,,MEX,Net current transferences,Mexico,2005
26120.8,,,MEX,Net current transferences,Mexico,2006
26417.0,,,MEX,Net current transferences,Mexico,2007
25481.5,,,MEX,Net current transferences,Mexico,2008
21667.6,,,MEX,Net current transferences,Mexico,2009
21890.2,,,MEX,Net current transferences,Mexico,2010
23590.6,,,MEX,Net current transferences,Mexico,2011
22647.4,,,MEX,Net current transferences,Mexico,2012
21949.9,,,MEX,Net current transferences,Mexico,2013
23353.1,,,MEX,Net current transferences,Mexico,2014
24296.3,,,MEX,Net current transferences,Mexico,2015
27094.2,,,MEX,Net current transferences,Mexico,2016
30143.4198,,,MEX,Net current transferences,Mexico,2017
33251.4891,,,MEX,Net current transferences,Mexico,2018
121.6,,,NIC,Net current transferences,Nicaragua,1990
315.0,,,NIC,Net current transferences,Nicaragua,1991
270.6,,,NIC,Net current transferences,Nicaragua,1992
233.6,,,NIC,Net current transferences,Nicaragua,1993
50.0,,,NIC,Net current transferences,Nicaragua,1994
138.0,,,NIC,Net current transferences,Nicaragua,1995
150.0,,,NIC,Net current transferences,Nicaragua,1996
234.8,,,NIC,Net current transferences,Nicaragua,1997
331.3,,,NIC,Net current transferences,Nicaragua,1998
460.1,,,NIC,Net current transferences,Nicaragua,1999
410.2,,,NIC,Net current transferences,Nicaragua,2000
485.7,,,NIC,Net current transferences,Nicaragua,2001
530.3,,,NIC,Net current transferences,Nicaragua,2002
625.4,,,NIC,Net current transferences,Nicaragua,2003
755.0,,,NIC,Net current transferences,Nicaragua,2004
857.4,,,NIC,Net current transferences,Nicaragua,2005
1003.3,,,NIC,Net current transferences,Nicaragua,2006
1074.6,,,NIC,Net current transferences,Nicaragua,2007
1135.2,,,NIC,Net current transferences,Nicaragua,2008
1118.4,,,NIC,Net current transferences,Nicaragua,2009
1160.6,,,NIC,Net current transferences,Nicaragua,2010
1229.6,,,NIC,Net current transferences,Nicaragua,2011
1309.8,,,NIC,Net current transferences,Nicaragua,2012
1369.0,,,NIC,Net current transferences,Nicaragua,2013
1449.9,,,NIC,Net current transferences,Nicaragua,2014
1514.5,,,NIC,Net current transferences,Nicaragua,2015
1612.1,,,NIC,Net current transferences,Nicaragua,2016
1567.1,,,NIC,Net current transferences,Nicaragua,2017
1611.3,,,NIC,Net current transferences,Nicaragua,2018
219.3,,,PAN,Net current transferences,Panama,1990
222.4,,,PAN,Net current transferences,Panama,1991
201.0,,,PAN,Net current transferences,Panama,1992
203.1,,,PAN,Net current transferences,Panama,1993
148.9,,,PAN,Net current transferences,Panama,1994
152.6,,,PAN,Net current transferences,Panama,1995
134.7,,,PAN,Net current transferences,Panama,1996
150.6,,,PAN,Net current transferences,Panama,1997
158.6,,,PAN,Net current transferences,Panama,1998
171.1,,,PAN,Net current transferences,Panama,1999
177.0,,,PAN,Net current transferences,Panama,2000
226.1,,,PAN,Net current transferences,Panama,2001
243.8,,,PAN,Net current transferences,Panama,2002
234.4,,,PAN,Net current transferences,Panama,2003
217.1,,,PAN,Net current transferences,Panama,2004
241.7,,,PAN,Net current transferences,Panama,2005
280.1,,,PAN,Net current transferences,Panama,2006
635.9,,,PAN,Net current transferences,Panama,2007
532.3,,,PAN,Net current transferences,Panama,2008
126.3,,,PAN,Net current transferences,Panama,2009
137.7,,,PAN,Net current transferences,Panama,2010
127.2,,,PAN,Net current transferences,Panama,2011
83.8,,,PAN,Net current transferences,Panama,2012
56.0,,,PAN,Net current transferences,Panama,2013
122.2,,,PAN,Net current transferences,Panama,2014
-106.0,,,PAN,Net current transferences,Panama,2015
-104.0575,,,PAN,Net current transferences,Panama,2016
-124.3795,,,PAN,Net current transferences,Panama,2017
-70.2088,,,PAN,Net current transferences,Panama,2018
43.0,,,PRY,Net current transferences,Paraguay,1990
45.2,,,PRY,Net current transferences,Paraguay,1991
61.8,,,PRY,Net current transferences,Paraguay,1992
78.2,,,PRY,Net current transferences,Paraguay,1993
22.7,,,PRY,Net current transferences,Paraguay,1994
195.3,,,PRY,Net current transferences,Paraguay,1995
182.2,,,PRY,Net current transferences,Paraguay,1996
180.9,,,PRY,Net current transferences,Paraguay,1997
177.3,,,PRY,Net current transferences,Paraguay,1998
175.2,,,PRY,Net current transferences,Paraguay,1999
176.81,,,PRY,Net current transferences,Paraguay,2000
166.5,,,PRY,Net current transferences,Paraguay,2001
115.9,,,PRY,Net current transferences,Paraguay,2002
164.5,,,PRY,Net current transferences,Paraguay,2003
194.2,,,PRY,Net current transferences,Paraguay,2004
223.8,,,PRY,Net current transferences,Paraguay,2005
426.0,,,PRY,Net current transferences,Paraguay,2006
373.286,,,PRY,Net current transferences,Paraguay,2007
344.23,,,PRY,Net current transferences,Paraguay,2008
433.9,,,PRY,Net current transferences,Paraguay,2009
467.485,,,PRY,Net current transferences,Paraguay,2010
623.57,,,PRY,Net current transferences,Paraguay,2011
553.3735,,,PRY,Net current transferences,Paraguay,2012
589.9701,,,PRY,Net current transferences,Paraguay,2013
467.4044,,,PRY,Net current transferences,Paraguay,2014
444.4073,,,PRY,Net current transferences,Paraguay,2015
605.0871,,,PRY,Net current transferences,Paraguay,2016
580.231,,,PRY,Net current transferences,Paraguay,2017
640.3695,,,PRY,Net current transferences,Paraguay,2018
281.0,,,PER,Net current transferences,Peru,1990
466.0,,,PER,Net current transferences,Peru,1991
442.0,,,PER,Net current transferences,Peru,1992
531.6569,,,PER,Net current transferences,Peru,1993
787.9521,,,PER,Net current transferences,Peru,1994
832.025,,,PER,Net current transferences,Peru,1995
912.0583,,,PER,Net current transferences,Peru,1996
951.535,,,PER,Net current transferences,Peru,1997
987.0033,,,PER,Net current transferences,Peru,1998
942.7485,,,PER,Net current transferences,Peru,1999
1001.2766,,,PER,Net current transferences,Peru,2000
1039.7261,,,PER,Net current transferences,Peru,2001
1019.4019,,,PER,Net current transferences,Peru,2002
1209.3416,,,PER,Net current transferences,Peru,2003
1432.5891,,,PER,Net current transferences,Peru,2004
1771.9373,,,PER,Net current transferences,Peru,2005
2185.1999,,,PER,Net current transferences,Peru,2006
2507.6707,,,PER,Net current transferences,Peru,2007
2942.9315,,,PER,Net current transferences,Peru,2008
2887.4191,,,PER,Net current transferences,Peru,2009
3026.0374,,,PER,Net current transferences,Peru,2010
3200.7187,,,PER,Net current transferences,Peru,2011
4389.0762,,,PER,Net current transferences,Peru,2012
4483.2465,,,PER,Net current transferences,Peru,2013
5445.5762,,,PER,Net current transferences,Peru,2014
4432.5272,,,PER,Net current transferences,Peru,2015
5157.9487,,,PER,Net current transferences,Peru,2016
5387.8974,,,PER,Net current transferences,Peru,2017
5050.908,,,PER,Net current transferences,Peru,2018
370.6,,,DOM,Net current transferences,Dominican Republic,1990
386.5,,,DOM,Net current transferences,Dominican Republic,1991
431.8,,,DOM,Net current transferences,Dominican Republic,1992
894.0,,,DOM,Net current transferences,Dominican Republic,1993
982.8,,,DOM,Net current transferences,Dominican Republic,1994
992.2,,,DOM,Net current transferences,Dominican Republic,1995
1167.7,,,DOM,Net current transferences,Dominican Republic,1996
1352.1,,,DOM,Net current transferences,Dominican Republic,1997
1986.5,,,DOM,Net current transferences,Dominican Republic,1998
1847.8,,,DOM,Net current transferences,Dominican Republic,1999
1902.33,,,DOM,Net current transferences,Dominican Republic,2000
2027.5,,,DOM,Net current transferences,Dominican Republic,2001
2269.3,,,DOM,Net current transferences,Dominican Republic,2002
2335.9,,,DOM,Net current transferences,Dominican Republic,2003
2527.5,,,DOM,Net current transferences,Dominican Republic,2004
2697.1,,,DOM,Net current transferences,Dominican Republic,2005
3144.1,,,DOM,Net current transferences,Dominican Republic,2006
3401.2,,,DOM,Net current transferences,Dominican Republic,2007
3512.9,,,DOM,Net current transferences,Dominican Republic,2008
3215.6,,,DOM,Net current transferences,Dominican Republic,2009
3430.6,,,DOM,Net current transferences,Dominican Republic,2010
3854.2,,,DOM,Net current transferences,Dominican Republic,2011
3914.5,,,DOM,Net current transferences,Dominican Republic,2012
4147.6,,,DOM,Net current transferences,Dominican Republic,2013
4367.5,,,DOM,Net current transferences,Dominican Republic,2014
4753.0,,,DOM,Net current transferences,Dominican Republic,2015
5057.8,,,DOM,Net current transferences,Dominican Republic,2016
5710.6,,,DOM,Net current transferences,Dominican Republic,2017
6432.9,,,DOM,Net current transferences,Dominican Republic,2018
8.1,,,URY,Net current transferences,Uruguay,1990
40.1,,,URY,Net current transferences,Uruguay,1991
28.6,,,URY,Net current transferences,Uruguay,1992
53.4,,,URY,Net current transferences,Uruguay,1993
41.2,,,URY,Net current transferences,Uruguay,1994
76.0,,,URY,Net current transferences,Uruguay,1995
82.5,,,URY,Net current transferences,Uruguay,1996
74.2,,,URY,Net current transferences,Uruguay,1997
59.0,,,URY,Net current transferences,Uruguay,1998
50.007,,,URY,Net current transferences,Uruguay,1999
27.5,,,URY,Net current transferences,Uruguay,2000
29.7,,,URY,Net current transferences,Uruguay,2001
71.8,,,URY,Net current transferences,Uruguay,2002
82.6,,,URY,Net current transferences,Uruguay,2003
112.7,,,URY,Net current transferences,Uruguay,2004
143.7,,,URY,Net current transferences,Uruguay,2005
126.3,,,URY,Net current transferences,Uruguay,2006
137.5,,,URY,Net current transferences,Uruguay,2007
148.4,,,URY,Net current transferences,Uruguay,2008
138.0,,,URY,Net current transferences,Uruguay,2009
140.0263,,,URY,Net current transferences,Uruguay,2010
155.6482,,,URY,Net current transferences,Uruguay,2011
123.9036,,,URY,Net current transferences,Uruguay,2012
45.1216,,,URY,Net current transferences,Uruguay,2013
70.8558,,,URY,Net current transferences,Uruguay,2014
67.9934,,,URY,Net current transferences,Uruguay,2015
69.5478,,,URY,Net current transferences,Uruguay,2016
86.2144,,,URY,Net current transferences,Uruguay,2017
88.9632,,,URY,Net current transferences,Uruguay,2018
9404.0358,,13801.0,,Net current transferences,Latin America,1990
10204.9202,,13801.0,,Net current transferences,Latin America,1991
11707.8883,,13801.0,,Net current transferences,Latin America,1992
11474.7308,,13801.0,,Net current transferences,Latin America,1993
13337.1678,,13801.0,,Net current transferences,Latin America,1994
15923.2358,,13801.0,,Net current transferences,Latin America,1995
15543.1539,,13801.0,,Net current transferences,Latin America,1996
16223.3168,,13801.0,,Net current transferences,Latin America,1997
17974.6121,,13801.0,,Net current transferences,Latin America,1998
20145.7997,,13801.0,,Net current transferences,Latin America,1999
21119.0373,,13801.0,,Net current transferences,Latin America,2000
25709.2426,,13801.0,,Net current transferences,Latin America,2001
29209.2476,,13801.0,,Net current transferences,Latin America,2002
37411.7929,,13801.0,,Net current transferences,Latin America,2003
44133.2547,,13801.0,,Net current transferences,Latin America,2004
50998.9601,,13801.0,,Net current transferences,Latin America,2005
62544.8014,,13801.0,,Net current transferences,Latin America,2006
64573.8919,,13801.0,,Net current transferences,Latin America,2007
65518.3825,,13801.0,,Net current transferences,Latin America,2008
55735.6487,,13801.0,,Net current transferences,Latin America,2009
58600.7642,,13801.0,,Net current transferences,Latin America,2010
62077.2456,,13801.0,,Net current transferences,Latin America,2011
61123.6484,,13801.0,,Net current transferences,Latin America,2012
61673.3365,,13801.0,,Net current transferences,Latin America,2013
65915.1989,,13801.0,,Net current transferences,Latin America,2014
67688.6401,,13801.0,,Net current transferences,Latin America,2015
74644.1733,,13801.0,,Net current transferences,Latin America,2016
81063.7335,,13801.0,,Net current transferences,Latin America,2017
137255.0738,,,ARG,Gross national income,Argentina,1990
185308.6453,,,ARG,Gross national income,Argentina,1991
226268.7174,,,ARG,Gross national income,Argentina,1992
254096.9392,,,ARG,Gross national income,Argentina,1993
276203.3794,,,ARG,Gross national income,Argentina,1994
275675.9209,,,ARG,Gross national income,Argentina,1995
290062.7428,,,ARG,Gross national income,Argentina,1996
311924.8392,,,ARG,Gross national income,Argentina,1997
317212.0346,,,ARG,Gross national income,Argentina,1998
300406.2621,,,ARG,Gross national income,Argentina,1999
301025.5807,,,ARG,Gross national income,Argentina,2000
284032.4544,,,ARG,Gross national income,Argentina,2001
103567.9586,,,ARG,Gross national income,Argentina,2002
132905.7047,,,ARG,Gross national income,Argentina,2003
157082.2114,,,ARG,Gross national income,Argentina,2004
193588.0733,,,ARG,Gross national income,Argentina,2005
227600.8921,,,ARG,Gross national income,Argentina,2006
283115.8326,,,ARG,Gross national income,Argentina,2007
358172.5323,,,ARG,Gross national income,Argentina,2008
326599.9516,,,ARG,Gross national income,Argentina,2009
412168.3538,,,ARG,Gross national income,Argentina,2010
515077.3669,,,ARG,Gross national income,Argentina,2011
567769.7355,,,ARG,Gross national income,Argentina,2012
600610.0537,,,ARG,Gross national income,Argentina,2013
555941.3873,,,ARG,Gross national income,Argentina,2014
633207.9281,,,ARG,Gross national income,Argentina,2015
546065.2182,,,ARG,Gross national income,Argentina,2016
626879.8683,,,ARG,Gross national income,Argentina,2017
525950.5339,,,ARG,Gross national income,Argentina,2018
4774.852333,,,BOL,Gross national income,Bolivia (Plurinational State of),1990
5274.037635,,,BOL,Gross national income,Bolivia (Plurinational State of),1991
5683.864194,,,BOL,Gross national income,Bolivia (Plurinational State of),1992
5761.862173,,,BOL,Gross national income,Bolivia (Plurinational State of),1993
6059.040749,,,BOL,Gross national income,Bolivia (Plurinational State of),1994
6749.117373,,,BOL,Gross national income,Bolivia (Plurinational State of),1995
7408.192166,,,BOL,Gross national income,Bolivia (Plurinational State of),1996
8018.358167,,,BOL,Gross national income,Bolivia (Plurinational State of),1997
8675.751912,,,BOL,Gross national income,Bolivia (Plurinational State of),1998
8473.992391,,,BOL,Gross national income,Bolivia (Plurinational State of),1999
8558.015374,,,BOL,Gross national income,Bolivia (Plurinational State of),2000
8327.097779,,,BOL,Gross national income,Bolivia (Plurinational State of),2001
8070.368771,,,BOL,Gross national income,Bolivia (Plurinational State of),2002
8244.299494,,,BOL,Gross national income,Bolivia (Plurinational State of),2003
8879.302004,,,BOL,Gross national income,Bolivia (Plurinational State of),2004
9757.490089,,,BOL,Gross national income,Bolivia (Plurinational State of),2005
11877.59738,,,BOL,Gross national income,Bolivia (Plurinational State of),2006
13907.14349,,,BOL,Gross national income,Bolivia (Plurinational State of),2007
17443.55245,,,BOL,Gross national income,Bolivia (Plurinational State of),2008
17879.36219,,,BOL,Gross national income,Bolivia (Plurinational State of),2009
19842.98688,,,BOL,Gross national income,Bolivia (Plurinational State of),2010
24159.14253,,,BOL,Gross national income,Bolivia (Plurinational State of),2011
26715.45288,,,BOL,Gross national income,Bolivia (Plurinational State of),2012
30021.34928,,,BOL,Gross national income,Bolivia (Plurinational State of),2013
32479.45921,,,BOL,Gross national income,Bolivia (Plurinational State of),2014
33043.72605,,,BOL,Gross national income,Bolivia (Plurinational State of),2015
34547.8961,,,BOL,Gross national income,Bolivia (Plurinational State of),2016
37783.62057,,,BOL,Gross national income,Bolivia (Plurinational State of),2017
40555.08063,,,BOL,Gross national income,Bolivia (Plurinational State of),2018
422826.6473,,,BRA,Gross national income,Brazil,1990
372161.7478,,,BRA,Gross national income,Brazil,1991
358393.3819,,,BRA,Gross national income,Brazil,1992
400136.382,,,BRA,Gross national income,Brazil,1993
576621.6454,,,BRA,Gross national income,Brazil,1994
774611.0708,,,BRA,Gross national income,Brazil,1995
843620.0227,,,BRA,Gross national income,Brazil,1996
872308.8424,,,BRA,Gross national income,Brazil,1997
841316.3992,,,BRA,Gross national income,Brazil,1998
580122.1394,,,BRA,Gross national income,Brazil,1999
639160.7423,,,BRA,Gross national income,Brazil,2000
545638.6993,,,BRA,Gross national income,Brazil,2001
505425.7017,,,BRA,Gross national income,Brazil,2002
548080.3608,,,BRA,Gross national income,Brazil,2003
653637.4441,,,BRA,Gross national income,Brazil,2004
876333.9848,,,BRA,Gross national income,Brazil,2005
1085538.611,,,BRA,Gross national income,Brazil,2006
1381405.99,,,BRA,Gross national income,Brazil,2007
1683199.638,,,BRA,Gross national income,Brazil,2008
1668430.416,,,BRA,Gross national income,Brazil,2009
2146055.281,,,BRA,Gross national income,Brazil,2010
2551630.776,,,BRA,Gross national income,Brazil,2011
2406695.063,,,BRA,Gross national income,Brazil,2012
2441624.444,,,BRA,Gross national income,Brazil,2013
2413427.345,,,BRA,Gross national income,Brazil,2014
1786923.616,,,BRA,Gross national income,Brazil,2015
1770435.013,,,BRA,Gross national income,Brazil,2016
2022165.732,,,BRA,Gross national income,Brazil,2017
1865340.62,,,BRA,Gross national income,Brazil,2018
33208.15252,,,CHL,Gross national income,Chile,1990
38090.91701,,,CHL,Gross national income,Chile,1991
46491.49482,,,CHL,Gross national income,Chile,1992
49628.18535,,,CHL,Gross national income,Chile,1993
56182.71276,,,CHL,Gross national income,Chile,1994
72326.4516,,,CHL,Gross national income,Chile,1995
76547.18387,,,CHL,Gross national income,Chile,1996
83607.69851,,,CHL,Gross national income,Chile,1997
80614.63462,,,CHL,Gross national income,Chile,1998
74013.5135,,,CHL,Gross national income,Chile,1999
76008.41866,,,CHL,Gross national income,Chile,2000
69705.88332,,,CHL,Gross national income,Chile,2001
