value,source_id,notes_ids,iso3,Geographical area,Country__ESTANDAR,Sex__ESTANDAR,Years__ESTANDAR
347741.686,24,226,,National,Latin America,Men,2030
358853.089,24,226,,National,Latin America,Men,2035
368238.122,24,226,,National,Latin America,Men,2040
375848.872,24,226,,National,Latin America,Men,2045
381754.488,24,226,,National,Latin America,Men,2050
11928.935,24,,ARG,National,Argentina,Women,1970
13032.811,24,,ARG,National,Argentina,Women,1975
14202.512,24,,ARG,National,Argentina,Women,1980
15393.214,24,,ARG,National,Argentina,Women,1985
16611.042,24,,ARG,National,Argentina,Women,1990
17763.391,24,,ARG,National,Argentina,Women,1995
18819.674,24,,ARG,National,Argentina,Women,2000
19870.264,24,,ARG,National,Argentina,Women,2005
20931.259,24,,ARG,National,Argentina,Women,2010
22022.148,24,,ARG,National,Argentina,Women,2015
23030.54,24,,ARG,National,Argentina,Women,2020
23951.179,24,,ARG,National,Argentina,Women,2025
24786.415,24,,ARG,National,Argentina,Women,2030
25533.222,24,,ARG,National,Argentina,Women,2035
26172.341,24,,ARG,National,Argentina,Women,2040
26704.132,24,,ARG,National,Argentina,Women,2045
27099.396,24,,ARG,National,Argentina,Women,2050
2243.18,24,,BOL,National,Bolivia (Plurinational State of),Women,1970
2485.999,24,,BOL,National,Bolivia (Plurinational State of),Women,1975
2766.297,24,,BOL,National,Bolivia (Plurinational State of),Women,1980
3069.348,24,,BOL,National,Bolivia (Plurinational State of),Women,1985
3387.787,24,,BOL,National,Bolivia (Plurinational State of),Women,1990
3742.726,24,,BOL,National,Bolivia (Plurinational State of),Women,1995
4133.645,24,,BOL,National,Bolivia (Plurinational State of),Women,2000
4534.681,24,,BOL,National,Bolivia (Plurinational State of),Women,2005
4941.376,24,,BOL,National,Bolivia (Plurinational State of),Women,2010
5358.428,24,,BOL,National,Bolivia (Plurinational State of),Women,2015
5775.301,24,,BOL,National,Bolivia (Plurinational State of),Women,2020
6181.11,24,,BOL,National,Bolivia (Plurinational State of),Women,2025
6570.755,24,,BOL,National,Bolivia (Plurinational State of),Women,2030
6939.32,24,,BOL,National,Bolivia (Plurinational State of),Women,2035
7282.245,24,,BOL,National,Bolivia (Plurinational State of),Women,2040
7594.699,24,,BOL,National,Bolivia (Plurinational State of),Women,2045
7872.746,24,,BOL,National,Bolivia (Plurinational State of),Women,2050
48141.621,24,,BRA,National,Brazil,Women,1970
54620.144,24,,BRA,National,Brazil,Women,1975
61626.335,24,,BRA,National,Brazil,Women,1980
69064.529,24,,BRA,National,Brazil,Women,1985
76049.105,24,,BRA,National,Brazil,Women,1990
82341.062,24,,BRA,National,Brazil,Women,1995
88886.624,24,,BRA,National,Brazil,Women,2000
95257.092,24,,BRA,National,Brazil,Women,2005
101020.55,24,,BRA,National,Brazil,Women,2010
106049.709,24,,BRA,National,Brazil,Women,2015
110421.459,24,,BRA,National,Brazil,Women,2020
114296.789,24,,BRA,National,Brazil,Women,2025
117830.491,24,,BRA,National,Brazil,Women,2030
120882.483,24,,BRA,National,Brazil,Women,2035
123341.374,24,,BRA,National,Brazil,Women,2040
125179.71,24,,BRA,National,Brazil,Women,2045
126440.232,24,,BRA,National,Brazil,Women,2050
4856.323,24,,CHL,National,Chile,Women,1970
5303.308,24,,CHL,National,Chile,Women,1975
5726.057,24,,CHL,National,Chile,Women,1980
6185.852,24,,CHL,National,Chile,Women,1985
6723.976,24,,CHL,National,Chile,Women,1990
7264.31,24,,CHL,National,Chile,Women,1995
7758.239,24,,CHL,National,Chile,Women,2000
8209.792,24,,CHL,National,Chile,Women,2005
8642.657,24,,CHL,National,Chile,Women,2010
9040.904,24,,CHL,National,Chile,Women,2015
9389.699,24,,CHL,National,Chile,Women,2020
9699.325,24,,CHL,National,Chile,Women,2025
9961.904,24,,CHL,National,Chile,Women,2030
10170.227,24,,CHL,National,Chile,Women,2035
10322.234,24,,CHL,National,Chile,Women,2040
10418.982,24,,CHL,National,Chile,Women,2045
10463.971,24,,CHL,National,Chile,Women,2050
11081.826,24,,COL,National,Colombia,Women,1970
12434.751,24,,COL,National,Colombia,Women,1975
13927.009,24,,COL,National,Colombia,Women,1980
15587.359,24,,COL,National,Colombia,Women,1985
17250.905,24,,COL,National,Colombia,Women,1990
18894.641,24,,COL,National,Colombia,Women,1995
20423.251,24,,COL,National,Colombia,Women,2000
21910.029,24,,COL,National,Colombia,Women,2005
23277.253,24,,COL,National,Colombia,Women,2010
24485.126,24,,COL,National,Colombia,Women,2015
25524.57,24,,COL,National,Colombia,Women,2020
26384.422,24,,COL,National,Colombia,Women,2025
27093.012,24,,COL,National,Colombia,Women,2030
27649.692,24,,COL,National,Colombia,Women,2035
28042.003,24,,COL,National,Colombia,Women,2040
28257.654,24,,COL,National,Colombia,Women,2045
28324.503,24,,COL,National,Colombia,Women,2050
910.502,24,,CRI,National,Costa Rica,Women,1970
1034.655,24,,CRI,National,Costa Rica,Women,1975
1179.335,24,,CRI,National,Costa Rica,Women,1980
1350.917,24,,CRI,National,Costa Rica,Women,1985
1536.896,24,,CRI,National,Costa Rica,Women,1990
1746.886,24,,CRI,National,Costa Rica,Women,1995
1958.698,24,,CRI,National,Costa Rica,Women,2000
2122.889,24,,CRI,National,Costa Rica,Women,2005
2273.463,24,,CRI,National,Costa Rica,Women,2010
2408.797,24,,CRI,National,Costa Rica,Women,2015
2527.982,24,,CRI,National,Costa Rica,Women,2020
2628.199,24,,CRI,National,Costa Rica,Women,2025
2709.379,24,,CRI,National,Costa Rica,Women,2030
2775.444,24,,CRI,National,Costa Rica,Women,2035
2825.857,24,,CRI,National,Costa Rica,Women,2040
2859.492,24,,CRI,National,Costa Rica,Women,2045
2875.444,24,,CRI,National,Costa Rica,Women,2050
4291.383,24,,CUB,National,Cuba,Women,1970
4663.518,24,,CUB,National,Cuba,Women,1975
4870.625,24,,CUB,National,Cuba,Women,1980
5015.928,24,,CUB,National,Cuba,Women,1985
5268.941,24,,CUB,National,Cuba,Women,1990
5437.702,24,,CUB,National,Cuba,Women,1995
5557.695,24,,CUB,National,Cuba,Women,2000
5627.197,24,,CUB,National,Cuba,Women,2005
5653.056,24,,CUB,National,Cuba,Women,2010
5701.514,24,,CUB,National,Cuba,Women,2015
5699.606,24,,CUB,National,Cuba,Women,2020
5686.19,24,,CUB,National,Cuba,Women,2025
5647.154,24,,CUB,National,Cuba,Women,2030
5576.926,24,,CUB,National,Cuba,Women,2035
5475.893,24,,CUB,National,Cuba,Women,2040
5347.206,24,,CUB,National,Cuba,Women,2045
5193.169,24,,CUB,National,Cuba,Women,2050
3024.416,24,,ECU,National,Ecuador,Women,1970
3475.93,24,,ECU,National,Ecuador,Women,1975
3966.131,24,,ECU,National,Ecuador,Women,1980
4498.718,24,,ECU,National,Ecuador,Women,1985
5083.923,24,,ECU,National,Ecuador,Women,1990
5697.156,24,,ECU,National,Ecuador,Women,1995
6297.406,24,,ECU,National,Ecuador,Women,2000
6856.578,24,,ECU,National,Ecuador,Women,2005
7462.419,24,,ECU,National,Ecuador,Women,2010
8073.311,24,,ECU,National,Ecuador,Women,2015
8675.92,24,,ECU,National,Ecuador,Women,2020
9252.972,24,,ECU,National,Ecuador,Women,2025
9795.657,24,,ECU,National,Ecuador,Women,2030
10297.198,24,,ECU,National,Ecuador,Women,2035
10749.634,24,,ECU,National,Ecuador,Women,2040
11146.553,24,,ECU,National,Ecuador,Women,2045
11480.291,24,,ECU,National,Ecuador,Women,2050
1845.313,24,,SLV,National,El Salvador,Women,1970
2095.094,24,,SLV,National,El Salvador,Women,1975
2328.885,24,,SLV,National,El Salvador,Women,1980
2520.371,24,,SLV,National,El Salvador,Women,1985
2704.482,24,,SLV,National,El Salvador,Women,1990
2898.461,24,,SLV,National,El Salvador,Women,1995
3047.058,24,,SLV,National,El Salvador,Women,2000
3158.252,24,,SLV,National,El Salvador,Women,2005
3246.923,24,,SLV,National,El Salvador,Women,2010
3332.297,24,,SLV,National,El Salvador,Women,2015
3413.517,24,,SLV,National,El Salvador,Women,2020
3486.38,24,,SLV,National,El Salvador,Women,2025
3555.639,24,,SLV,National,El Salvador,Women,2030
3616.915,24,,SLV,National,El Salvador,Women,2035
3669.427,24,,SLV,National,El Salvador,Women,2040
3713.667,24,,SLV,National,El Salvador,Women,2045
3749.469,24,,SLV,National,El Salvador,Women,2050
2710.482,24,,GTM,National,Guatemala,Women,1970
3111.5,24,,GTM,National,Guatemala,Women,1975
3521.123,24,,GTM,National,Guatemala,Women,1980
3981.703,24,,GTM,National,Guatemala,Women,1985
4496.302,24,,GTM,National,Guatemala,Women,1990
5092.116,24,,GTM,National,Guatemala,Women,1995
5748.079,24,,GTM,National,Guatemala,Women,2000
6504.075,24,,GTM,National,Guatemala,Women,2005
7289.237,24,,GTM,National,Guatemala,Women,2010
8084.045,24,,GTM,National,Guatemala,Women,2015
8840.081,24,,GTM,National,Guatemala,Women,2020
9548.331,24,,GTM,National,Guatemala,Women,2025
10203.508,24,,GTM,National,Guatemala,Women,2030
10802.338,24,,GTM,National,Guatemala,Women,2035
11340.339,24,,GTM,National,Guatemala,Women,2040
11817.543,24,,GTM,National,Guatemala,Women,2045
12252.444,24,,GTM,National,Guatemala,Women,2050
2393.057,24,,HTI,National,Haiti,Women,1970
2615.111,24,,HTI,National,Haiti,Women,1975
2894.128,24,,HTI,National,Haiti,Women,1980
3245.408,24,,HTI,National,Haiti,Women,1985
3604.34,24,,HTI,National,Haiti,Women,1990
3966.444,24,,HTI,National,Haiti,Women,1995
4332.684,24,,HTI,National,Haiti,Women,2000
4691.544,24,,HTI,National,Haiti,Women,2005
5066.931,24,,HTI,National,Haiti,Women,2010
5426.19,24,,HTI,National,Haiti,Women,2015
5764.671,24,,HTI,National,Haiti,Women,2020
6074.153,24,,HTI,National,Haiti,Women,2025
6354.923,24,,HTI,National,Haiti,Women,2030
6609.131,24,,HTI,National,Haiti,Women,2035
6831.903,24,,HTI,National,Haiti,Women,2040
7017.542,24,,HTI,National,Haiti,Women,2045
7182.787,24,,HTI,National,Haiti,Women,2050
1362.354,24,,HND,National,Honduras,Women,1970
1585.04,24,,HND,National,Honduras,Women,1975
1850.715,24,,HND,National,Honduras,Women,1980
2154.677,24,,HND,National,Honduras,Women,1985
2494.091,24,,HND,National,Honduras,Women,1990
2872.122,24,,HND,National,Honduras,Women,1995
3278.98,24,,HND,National,Honduras,Women,2000
3684.579,24,,HND,National,Honduras,Women,2005
4067.817,24,,HND,National,Honduras,Women,2010
4421.626,24,,HND,National,Honduras,Women,2015
4731.468,24,,HND,National,Honduras,Women,2020
5006.848,24,,HND,National,Honduras,Women,2025
5256.068,24,,HND,National,Honduras,Women,2030
5499.028,24,,HND,National,Honduras,Women,2035
5721.938,24,,HND,National,Honduras,Women,2040
5915.234,24,,HND,National,Honduras,Women,2045
6073.762,24,,HND,National,Honduras,Women,2050
26081.182,24,,MEX,National,Mexico,Women,1970
30512.091,24,,MEX,National,Mexico,Women,1975
34802.116,24,,MEX,National,Mexico,Women,1980
38885.899,24,,MEX,National,Mexico,Women,1985
42957.349,24,,MEX,National,Mexico,Women,1990
46995.095,24,,MEX,National,Mexico,Women,1995
50824.095,24,,MEX,National,Mexico,Women,2000
54126.951,24,,MEX,National,Mexico,Women,2005
58562.757,24,,MEX,National,Mexico,Women,2010
62703.295,24,,MEX,National,Mexico,Women,2015
66757.446,24,,MEX,National,Mexico,Women,2020
70690.176,24,,MEX,National,Mexico,Women,2025
74380.334,24,,MEX,National,Mexico,Women,2030
77793.537,24,,MEX,National,Mexico,Women,2035
80844.987,24,,MEX,National,Mexico,Women,2040
83538.049,24,,MEX,National,Mexico,Women,2045
85861.89,24,,MEX,National,Mexico,Women,2050
1198.883,24,,NIC,National,Nicaragua,Women,1970
1395.036,24,,NIC,National,Nicaragua,Women,1975
1623.142,24,,NIC,National,Nicaragua,Women,1980
1860.246,24,,NIC,National,Nicaragua,Women,1985
2089.221,24,,NIC,National,Nicaragua,Women,1990
2327.758,24,,NIC,National,Nicaragua,Women,1995
2539.751,24,,NIC,National,Nicaragua,Women,2000
2724.051,24,,NIC,National,Nicaragua,Women,2005
2911.724,24,,NIC,National,Nicaragua,Women,2010
3085.808,24,,NIC,National,Nicaragua,Women,2015
3250.045,24,,NIC,National,Nicaragua,Women,2020
3400.344,24,,NIC,National,Nicaragua,Women,2025
3534.468,24,,NIC,National,Nicaragua,Women,2030
3649.405,24,,NIC,National,Nicaragua,Women,2035
3749.705,24,,NIC,National,Nicaragua,Women,2040
3833.812,24,,NIC,National,Nicaragua,Women,2045
3896.134,24,,NIC,National,Nicaragua,Women,2050
746.571,24,,PAN,National,Panama,Women,1970
858.86,24,,PAN,National,Panama,Women,1975
976.22,24,,PAN,National,Panama,Women,1980
1095.091,24,,PAN,National,Panama,Women,1985
1221.98,24,,PAN,National,Panama,Women,1990
1356.692,24,,PAN,National,Panama,Women,1995
1502.525,24,,PAN,National,Panama,Women,2000
1648.991,24,,PAN,National,Panama,Women,2005
1801.92,24,,PAN,National,Panama,Women,2010
1959.381,24,,PAN,National,Panama,Women,2015
2118.643,24,,PAN,National,Panama,Women,2020
2274.759,24,,PAN,National,Panama,Women,2025
2423.823,24,,PAN,National,Panama,Women,2030
2563.703,24,,PAN,National,Panama,Women,2035
2693.917,24,,PAN,National,Panama,Women,2040
2812.497,24,,PAN,National,Panama,Women,2045
2918.79,24,,PAN,National,Panama,Women,2050
1239.976,24,,PRY,National,Paraguay,Women,1970
1390.172,24,,PRY,National,Paraguay,Women,1975
1576.443,24,,PRY,National,Paraguay,Women,1980
1815.91,24,,PRY,National,Paraguay,Women,1985
2084.078,24,,PRY,National,Paraguay,Women,1990
2353.583,24,,PRY,National,Paraguay,Women,1995
2619.204,24,,PRY,National,Paraguay,Women,2000
2860.73,24,,PRY,National,Paraguay,Women,2005
3059.481,24,,PRY,National,Paraguay,Women,2010
3270.031,24,,PRY,National,Paraguay,Women,2015
3475.82,24,,PRY,National,Paraguay,Women,2020
3664.146,24,,PRY,National,Paraguay,Women,2025
3831.212,24,,PRY,National,Paraguay,Women,2030
3974.403,24,,PRY,National,Paraguay,Women,2035
4094.739,24,,PRY,National,Paraguay,Women,2040
4193.125,24,,PRY,National,Paraguay,Women,2045
4269.526,24,,PRY,National,Paraguay,Women,2050
6641.161,24,,PER,National,Peru,Women,1970
7593.695,24,,PER,National,Peru,Women,1975
8669.465,24,,PER,National,Peru,Women,1980
9772.687,24,,PER,National,Peru,Women,1985
10922.547,24,,PER,National,Peru,Women,1990
12027.393,24,,PER,National,Peru,Women,1995
12965.835,24,,PER,National,Peru,Women,2000
13816.143,24,,PER,National,Peru,Women,2005
14700.49,24,,PER,National,Peru,Women,2010
15706.831,24,,PER,National,Peru,Women,2015
16679.312,24,,PER,National,Peru,Women,2020
17597.299,24,,PER,National,Peru,Women,2025
18444.546,24,,PER,National,Peru,Women,2030
19210.695,24,,PER,National,Peru,Women,2035
19883.471,24,,PER,National,Peru,Women,2040
20447.524,24,,PER,National,Peru,Women,2045
20887.311,24,,PER,National,Peru,Women,2050
2228.67,24,,DOM,National,Dominican Republic,Women,1970
2551.969,24,,DOM,National,Dominican Republic,Women,1975
2881.115,24,,DOM,National,Dominican Republic,Women,1980
3220.45,24,,DOM,National,Dominican Republic,Women,1985
3569.271,24,,DOM,National,Dominican Republic,Women,1990
3928.858,24,,DOM,National,Dominican Republic,Women,1995
4271.576,24,,DOM,National,Dominican Republic,Women,2000
4618.249,24,,DOM,National,Dominican Republic,Women,2005
4958.222,24,,DOM,National,Dominican Republic,Women,2010
5283.802,24,,DOM,National,Dominican Republic,Women,2015
5588.614,24,,DOM,National,Dominican Republic,Women,2020
5869.764,24,,DOM,National,Dominican Republic,Women,2025
6126.093,24,,DOM,National,Dominican Republic,Women,2030
6356.221,24,,DOM,National,Dominican Republic,Women,2035
6556.775,24,,DOM,National,Dominican Republic,Women,2040
6725.528,24,,DOM,National,Dominican Republic,Women,2045
6860.173,24,,DOM,National,Dominican Republic,Women,2050
1413.333,24,,URY,National,Uruguay,Women,1970
1428.626,24,,URY,National,Uruguay,Women,1975
1485.539,24,,URY,National,Uruguay,Women,1980
1543.113,24,,URY,National,Uruguay,Women,1985
1601.523,24,,URY,National,Uruguay,Women,1990
1662.491,24,,URY,National,Uruguay,Women,1995
1713.734,24,,URY,National,Uruguay,Women,2000
1720.394,24,,URY,National,Uruguay,Women,2005
1746.73,24,,URY,National,Uruguay,Women,2010
1774.614,24,,URY,National,Uruguay,Women,2015
1803.527,24,,URY,National,Uruguay,Women,2020
1827.377,24,,URY,National,Uruguay,Women,2025
1845.854,24,,URY,National,Uruguay,Women,2030
1857.702,24,,URY,National,Uruguay,Women,2035
1862.743,24,,URY,National,Uruguay,Women,2040
1860.99,24,,URY,National,Uruguay,Women,2045
1851.869,24,,URY,National,Uruguay,Women,2050
5661.227,24,,VEN,National,Venezuela (Bolivarian Republic of),Women,1970
6576.008,24,,VEN,National,Venezuela (Bolivarian Republic of),Women,1975
7566.056,24,,VEN,National,Venezuela (Bolivarian Republic of),Women,1980
8664.035,24,,VEN,National,Venezuela (Bolivarian Republic of),Women,1985
9804.394,24,,VEN,National,Venezuela (Bolivarian Republic of),Women,1990
10916.81,24,,VEN,National,Venezuela (Bolivarian Republic of),Women,1995
12045.036,24,,VEN,National,Venezuela (Bolivarian Republic of),Women,2000
13191.808,24,,VEN,National,Venezuela (Bolivarian Republic of),Women,2005
14307.785,24,,VEN,National,Venezuela (Bolivarian Republic of),Women,2010
15347.277,24,,VEN,National,Venezuela (Bolivarian Republic of),Women,2015
16324.335,24,,VEN,National,Venezuela (Bolivarian Republic of),Women,2020
17229.432,24,,VEN,National,Venezuela (Bolivarian Republic of),Women,2025
18054.367,24,,VEN,National,Venezuela (Bolivarian Republic of),Women,2030
18788.584,24,,VEN,National,Venezuela (Bolivarian Republic of),Women,2035
19419.338,24,,VEN,National,Venezuela (Bolivarian Republic of),Women,2040
19935.326,24,,VEN,National,Venezuela (Bolivarian Republic of),Women,2045
20329.294,24,,VEN,National,Venezuela (Bolivarian Republic of),Women,2050
140000.395,24,226,,National,Latin America,Women,1970
158764.318,24,226,,National,Latin America,Women,1975
178439.248,24,226,,National,Latin America,Women,1980
198925.455,24,226,,National,Latin America,Women,1985
219462.153,24,226,,National,Latin America,Women,1990
239285.697,24,226,,National,Latin America,Women,1995
258723.789,24,226,,National,Latin America,Women,2000
277134.289,24,226,,National,Latin America,Women,2005
295922.05,24,226,,National,Latin America,Women,2010
313535.134,24,226,,National,Latin America,Women,2015
329792.556,24,226,,National,Latin America,Women,2020
344749.195,24,226,,National,Latin America,Women,2025
358405.602,24,226,,National,Latin America,Women,2030
370546.174,24,226,,National,Latin America,Women,2035
380880.863,24,226,,National,Latin America,Women,2040
389319.265,24,226,,National,Latin America,Women,2045
395883.201,24,226,,National,Latin America,Women,2050
5.118,23,4,AIA,Urban,Anguilla,Both sexes,1950
5.7,23,4,AIA,Urban,Anguilla,Both sexes,1955
5.864,23,4,AIA,Urban,Anguilla,Both sexes,1960
6.12,23,4,AIA,Urban,Anguilla,Both sexes,1965
6.403,23,4,AIA,Urban,Anguilla,Both sexes,1970
6.629,23,4,AIA,Urban,Anguilla,Both sexes,1975
6.702,23,4,AIA,Urban,Anguilla,Both sexes,1980
6.662,23,4,AIA,Urban,Anguilla,Both sexes,1985
8.334,23,4,AIA,Urban,Anguilla,Both sexes,1990
9.802,23,4,AIA,Urban,Anguilla,Both sexes,1995
11.07,23,4,AIA,Urban,Anguilla,Both sexes,2000
12.638,23,4,AIA,Urban,Anguilla,Both sexes,2005
13.769,23,4,AIA,Urban,Anguilla,Both sexes,2010
14.611,23,4,AIA,Urban,Anguilla,Both sexes,2015
15.283,23,4,AIA,Urban,Anguilla,Both sexes,2020
15.644,23,4,AIA,Urban,Anguilla,Both sexes,2025
15.867,23,4,AIA,Urban,Anguilla,Both sexes,2030
13.921,23,4,ATG,Urban,Antigua and Barbuda,Both sexes,1950
18.455,23,4,ATG,Urban,Antigua and Barbuda,Both sexes,1955
21.945,23,4,ATG,Urban,Antigua and Barbuda,Both sexes,1960
22.252,23,4,ATG,Urban,Antigua and Barbuda,Both sexes,1965
22.692,23,4,ATG,Urban,Antigua and Barbuda,Both sexes,1970
24.503,23,4,ATG,Urban,Antigua and Barbuda,Both sexes,1975
25.424,23,4,ATG,Urban,Antigua and Barbuda,Both sexes,1980
24.438,23,4,ATG,Urban,Antigua and Barbuda,Both sexes,1985
23.628,23,4,ATG,Urban,Antigua and Barbuda,Both sexes,1990
25.002,23,4,ATG,Urban,Antigua and Barbuda,Both sexes,1995
26.853,23,4,ATG,Urban,Antigua and Barbuda,Both sexes,2000
26.078,23,4,ATG,Urban,Antigua and Barbuda,Both sexes,2005
24.837,23,4,ATG,Urban,Antigua and Barbuda,Both sexes,2010
24.981,23,4,ATG,Urban,Antigua and Barbuda,Both sexes,2015
25.682,23,4,ATG,Urban,Antigua and Barbuda,Both sexes,2020
26.823,23,4,ATG,Urban,Antigua and Barbuda,Both sexes,2025
28.408,23,4,ATG,Urban,Antigua and Barbuda,Both sexes,2030
18866.546,24,4,ARG,Urban,Argentina,Both sexes,1970
21061.362,24,4,ARG,Urban,Argentina,Both sexes,1975
23276.102,24,4,ARG,Urban,Argentina,Both sexes,1980
25760.955,24,4,ARG,Urban,Argentina,Both sexes,1985
28382.533,24,4,ARG,Urban,Argentina,Both sexes,1990
30764.957,24,4,ARG,Urban,Argentina,Both sexes,1995
32961.453,24,4,ARG,Urban,Argentina,Both sexes,2000
35169.287,24,4,ARG,Urban,Argentina,Both sexes,2005
37419.359,24,4,ARG,Urban,Argentina,Both sexes,2010
39748.738,24,4,ARG,Urban,Argentina,Both sexes,2015
41915.577,24,4,ARG,Urban,Argentina,Both sexes,2020
43905.376,24,4,ARG,Urban,Argentina,Both sexes,2025
45723.05,24,4,ARG,Urban,Argentina,Both sexes,2030
47345.9,24,4,ARG,Urban,Argentina,Both sexes,2035
48751.667,24,4,ARG,Urban,Argentina,Both sexes,2040
49926.994,24,4,ARG,Urban,Argentina,Both sexes,2045
50832.665,24,4,ARG,Urban,Argentina,Both sexes,2050
19.387,23,4,ABW,Urban,Aruba,Both sexes,1950
22.235,23,4,ABW,Urban,Aruba,Both sexes,1955
27.526,23,4,ABW,Urban,Aruba,Both sexes,1960
29.082,23,4,ABW,Urban,Aruba,Both sexes,1965
29.9,23,4,ABW,Urban,Aruba,Both sexes,1970
30.661,23,4,ABW,Urban,Aruba,Both sexes,1975
30.331,23,4,ABW,Urban,Aruba,Both sexes,1980
31.762,23,4,ABW,Urban,Aruba,Both sexes,1985
31.273,23,4,ABW,Urban,Aruba,Both sexes,1990
39.171,23,4,ABW,Urban,Aruba,Both sexes,1995
42.444,23,4,ABW,Urban,Aruba,Both sexes,2000
44.889,23,4,ABW,Urban,Aruba,Both sexes,2005
43.778,23,4,ABW,Urban,Aruba,Both sexes,2010
44.979,23,4,ABW,Urban,Aruba,Both sexes,2015
46.511,23,4,ABW,Urban,Aruba,Both sexes,2020
48.34,23,4,ABW,Urban,Aruba,Both sexes,2025
50.48,23,4,ABW,Urban,Aruba,Both sexes,2030
41.192,23,4,BHS,Urban,Bahamas,Both sexes,1950
49.566,23,4,BHS,Urban,Bahamas,Both sexes,1955
65.401,23,4,BHS,Urban,Bahamas,Both sexes,1960
88.715,23,4,BHS,Urban,Bahamas,Both sexes,1965
113.068,23,4,BHS,Urban,Bahamas,Both sexes,1970
132.25,23,4,BHS,Urban,Bahamas,Both sexes,1975
153.998,23,4,BHS,Urban,Bahamas,Both sexes,1980
179.943,23,4,BHS,Urban,Bahamas,Both sexes,1985
204.654,23,4,BHS,Urban,Bahamas,Both sexes,1990
226.812,23,4,BHS,Urban,Bahamas,Both sexes,1995
244.291,23,4,BHS,Urban,Bahamas,Both sexes,2000
270.701,23,4,BHS,Urban,Bahamas,Both sexes,2005
297.422,23,4,BHS,Urban,Bahamas,Both sexes,2010
320.094,23,4,BHS,Urban,Bahamas,Both sexes,2015
338.674,23,4,BHS,Urban,Bahamas,Both sexes,2020
356.391,23,4,BHS,Urban,Bahamas,Both sexes,2025
372.691,23,4,BHS,Urban,Bahamas,Both sexes,2030
76.069,23,4,BRB,Urban,Barbados,Both sexes,1950
82.687,23,4,BRB,Urban,Barbados,Both sexes,1955
84.932,23,4,BRB,Urban,Barbados,Both sexes,1960
87.42,23,4,BRB,Urban,Barbados,Both sexes,1965
89.687,23,4,BRB,Urban,Barbados,Both sexes,1970
95.596,23,4,BRB,Urban,Barbados,Both sexes,1975
101.136,23,4,BRB,Urban,Barbados,Both sexes,1980
99.134,23,4,BRB,Urban,Barbados,Both sexes,1985
97.406,23,4,BRB,Urban,Barbados,Both sexes,1990
94.236,23,4,BRB,Urban,Barbados,Both sexes,1995
91.281,23,4,BRB,Urban,Barbados,Both sexes,2000
89.988,23,4,BRB,Urban,Barbados,Both sexes,2005
89.099,23,4,BRB,Urban,Barbados,Both sexes,2010
88.815,23,4,BRB,Urban,Barbados,Both sexes,2015
89.695,23,4,BRB,Urban,Barbados,Both sexes,2020
91.766,23,4,BRB,Urban,Barbados,Both sexes,2025
95.042,23,4,BRB,Urban,Barbados,Both sexes,2030
38.104,23,4,BLZ,Urban,Belize,Both sexes,1950
43.673,23,4,BLZ,Urban,Belize,Both sexes,1955
49.741,23,4,BLZ,Urban,Belize,Both sexes,1960
55.692,23,4,BLZ,Urban,Belize,Both sexes,1965
62.268,23,4,BLZ,Urban,Belize,Both sexes,1970
66.858,23,4,BLZ,Urban,Belize,Both sexes,1975
71.175,23,4,BLZ,Urban,Belize,Both sexes,1980
79.853,23,4,BLZ,Urban,Belize,Both sexes,1985
89.021,23,4,BLZ,Urban,Belize,Both sexes,1990
96.084,23,4,BLZ,Urban,Belize,Both sexes,1995
112.275,23,4,BLZ,Urban,Belize,Both sexes,2000
128.36,23,4,BLZ,Urban,Belize,Both sexes,2005
145.456,23,4,BLZ,Urban,Belize,Both sexes,2010
163.139,23,4,BLZ,Urban,Belize,Both sexes,2015
183.182,23,4,BLZ,Urban,Belize,Both sexes,2020
205.478,23,4,BLZ,Urban,Belize,Both sexes,2025
229.676,23,4,BLZ,Urban,Belize,Both sexes,2030
1778.464,24,4,BOL,Urban,Bolivia (Plurinational State of),Both sexes,1970
2035.611,24,4,BOL,Urban,Bolivia (Plurinational State of),Both sexes,1975
2500.662,24,4,BOL,Urban,Bolivia (Plurinational State of),Both sexes,1980
3096.703,24,4,BOL,Urban,Bolivia (Plurinational State of),Both sexes,1985
3772.641,24,4,BOL,Urban,Bolivia (Plurinational State of),Both sexes,1990
4440.564,24,4,BOL,Urban,Bolivia (Plurinational State of),Both sexes,1995
5124.148,24,4,BOL,Urban,Bolivia (Plurinational State of),Both sexes,2000
5851.44,24,4,BOL,Urban,Bolivia (Plurinational State of),Both sexes,2005
6616.428,24,4,BOL,Urban,Bolivia (Plurinational State of),Both sexes,2010
7419.834,24,4,BOL,Urban,Bolivia (Plurinational State of),Both sexes,2015
8244.804,24,4,BOL,Urban,Bolivia (Plurinational State of),Both sexes,2020
9070.649,24,4,BOL,Urban,Bolivia (Plurinational State of),Both sexes,2025
9883.983,24,4,BOL,Urban,Bolivia (Plurinational State of),Both sexes,2030
10671.379,24,4,BOL,Urban,Bolivia (Plurinational State of),Both sexes,2035
11420.584,24,4,BOL,Urban,Bolivia (Plurinational State of),Both sexes,2040
12119.33,24,4,BOL,Urban,Bolivia (Plurinational State of),Both sexes,2045
12756.929,24,4,BOL,Urban,Bolivia (Plurinational State of),Both sexes,2050
50878.783,24,4,BRA,Urban,Brazil,Both sexes,1970
65312.12,24,4,BRA,Urban,Brazil,Both sexes,1975
82359.87,24,4,BRA,Urban,Brazil,Both sexes,1980
