value,source_id,notes_ids,iso3,Country__ESTANDAR,Years__ESTANDAR,Sex,Name of non-communicable disease,Reporting Type
4872.0,5397,,ARG,Argentina,2005,Male,Diabetes,Global
32827.0,5397,,ARG,Argentina,2005,Male,Cancer,Global
45082.0,5397,,ARG,Argentina,2005,Male,Cardiovascular disease,Global
17968.0,5397,,ARG,Argentina,2005,Male,Chronic respiratory disease,Global
19499.0,5397,,ARG,Argentina,2010,Male,Chronic respiratory disease,Global
4339.0,5397,,ARG,Argentina,2010,Male,Diabetes,Global
47438.0,5397,,ARG,Argentina,2010,Male,Cardiovascular disease,Global
33580.0,5397,,ARG,Argentina,2010,Male,Cancer,Global
49366.0,5397,,ARG,Argentina,2010,Female,Cardiovascular disease,Global
29648.0,5397,,ARG,Argentina,2010,Female,Cancer,Global
63228.0,5397,,ARG,Argentina,2010,Both sexes,Cancer,Global
8767.0,5397,,ARG,Argentina,2010,Both sexes,Diabetes,Global
96804.0,5397,,ARG,Argentina,2010,Both sexes,Cardiovascular disease,Global
4428.0,5397,,ARG,Argentina,2010,Female,Diabetes,Global
39300.0,5397,,ARG,Argentina,2010,Both sexes,Chronic respiratory disease,Global
19800.0,5397,,ARG,Argentina,2010,Female,Chronic respiratory disease,Global
47736.0,5397,,ARG,Argentina,2015,Female,Cardiovascular disease,Global
31482.0,5397,,ARG,Argentina,2015,Female,Cancer,Global
4665.0,5397,,ARG,Argentina,2015,Female,Diabetes,Global
34631.0,5397,,ARG,Argentina,2015,Male,Cancer,Global
35421.0,5397,,ARG,Argentina,2015,Both sexes,Chronic respiratory disease,Global
66112.0,5397,,ARG,Argentina,2015,Both sexes,Cancer,Global
94410.0,5397,,ARG,Argentina,2015,Both sexes,Cardiovascular disease,Global
18141.0,5397,,ARG,Argentina,2015,Female,Chronic respiratory disease,Global
9689.0,5397,,ARG,Argentina,2015,Both sexes,Diabetes,Global
5024.0,5397,,ARG,Argentina,2015,Male,Diabetes,Global
46674.0,5397,,ARG,Argentina,2015,Male,Cardiovascular disease,Global
17280.0,5397,,ARG,Argentina,2015,Male,Chronic respiratory disease,Global
18806.0,5397,,ARG,Argentina,2019,Female,Chronic respiratory disease,Global
10066.0,5397,,ARG,Argentina,2019,Both sexes,Diabetes,Global
66079.0,5397,,ARG,Argentina,2019,Both sexes,Cancer,Global
98785.0,5397,,ARG,Argentina,2019,Both sexes,Cardiovascular disease,Global
36533.0,5397,,ARG,Argentina,2019,Both sexes,Chronic respiratory disease,Global
5408.0,5397,,ARG,Argentina,2019,Male,Diabetes,Global
49233.0,5397,,ARG,Argentina,2019,Male,Cardiovascular disease,Global
34320.0,5397,,ARG,Argentina,2019,Male,Cancer,Global
17727.0,5397,,ARG,Argentina,2019,Male,Chronic respiratory disease,Global
49553.0,5397,,ARG,Argentina,2019,Female,Cardiovascular disease,Global
31759.0,5397,,ARG,Argentina,2019,Female,Cancer,Global
4658.0,5397,,ARG,Argentina,2019,Female,Diabetes,Global
12534.0,5397,,HTI,Haiti,2000,Female,Cardiovascular disease,Global
3040.0,5397,,HTI,Haiti,2000,Female,Diabetes,Global
3047.0,5397,,HTI,Haiti,2000,Female,Cancer,Global
1086.0,5397,,HTI,Haiti,2000,Male,Diabetes,Global
1560.0,5397,,HTI,Haiti,2000,Male,Chronic respiratory disease,Global
8692.0,5397,,HTI,Haiti,2000,Male,Cardiovascular disease,Global
2638.0,5397,,HTI,Haiti,2000,Male,Cancer,Global
1386.0,5397,,HTI,Haiti,2000,Female,Chronic respiratory disease,Global
4126.0,5397,,HTI,Haiti,2000,Both sexes,Diabetes,Global
21226.0,5397,,HTI,Haiti,2000,Both sexes,Cardiovascular disease,Global
5685.0,5397,,HTI,Haiti,2000,Both sexes,Cancer,Global
2947.0,5397,,HTI,Haiti,2000,Both sexes,Chronic respiratory disease,Global
4528.0,5397,,HTI,Haiti,2005,Both sexes,Diabetes,Global
3073.0,5397,,HTI,Haiti,2005,Both sexes,Chronic respiratory disease,Global
22827.0,5397,,HTI,Haiti,2005,Both sexes,Cardiovascular disease,Global
6309.0,5397,,HTI,Haiti,2005,Both sexes,Cancer,Global
3451.0,5397,,HTI,Haiti,2005,Female,Cancer,Global
3372.0,5397,,HTI,Haiti,2005,Female,Diabetes,Global
1489.0,5397,,HTI,Haiti,2005,Female,Chronic respiratory disease,Global
13836.0,5397,,HTI,Haiti,2005,Female,Cardiovascular disease,Global
1584.0,5397,,HTI,Haiti,2005,Male,Chronic respiratory disease,Global
8990.0,5397,,HTI,Haiti,2005,Male,Cardiovascular disease,Global
2857.0,5397,,HTI,Haiti,2005,Male,Cancer,Global
1156.0,5397,,HTI,Haiti,2005,Male,Diabetes,Global
4855.0,5397,,HTI,Haiti,2010,Both sexes,Diabetes,Global
6823.0,5397,,HTI,Haiti,2010,Both sexes,Cancer,Global
24981.0,5397,,HTI,Haiti,2010,Both sexes,Cardiovascular disease,Global
3450.0,5397,,HTI,Haiti,2010,Both sexes,Chronic respiratory disease,Global
1643.0,5397,,HTI,Haiti,2010,Female,Chronic respiratory disease,Global
3501.0,5397,,HTI,Haiti,2010,Female,Diabetes,Global
3108.0,5397,,HTI,Haiti,2010,Male,Cancer,Global
10227.0,5397,,HTI,Haiti,2010,Male,Cardiovascular disease,Global
1355.0,5397,,HTI,Haiti,2010,Male,Diabetes,Global
14754.0,5397,,HTI,Haiti,2010,Female,Cardiovascular disease,Global
3715.0,5397,,HTI,Haiti,2010,Female,Cancer,Global
1807.0,5397,,HTI,Haiti,2010,Male,Chronic respiratory disease,Global
8160.0,5397,,HTI,Haiti,2015,Both sexes,Cancer,Global
28677.0,5397,,HTI,Haiti,2015,Both sexes,Cardiovascular disease,Global
5490.0,5397,,HTI,Haiti,2015,Both sexes,Diabetes,Global
3600.0,5397,,HTI,Haiti,2015,Both sexes,Chronic respiratory disease,Global
4353.0,5397,,HTI,Haiti,2015,Female,Cancer,Global
3902.0,5397,,HTI,Haiti,2015,Female,Diabetes,Global
16847.0,5397,,HTI,Haiti,2015,Female,Cardiovascular disease,Global
1671.0,5397,,HTI,Haiti,2015,Female,Chronic respiratory disease,Global
1588.0,5397,,HTI,Haiti,2015,Male,Diabetes,Global
1929.0,5397,,HTI,Haiti,2015,Male,Chronic respiratory disease,Global
11829.0,5397,,HTI,Haiti,2015,Male,Cardiovascular disease,Global
3807.0,5397,,HTI,Haiti,2015,Male,Cancer,Global
5903.0,5397,,HTI,Haiti,2019,Both sexes,Diabetes,Global
3751.0,5397,,HTI,Haiti,2019,Both sexes,Chronic respiratory disease,Global
9173.0,5397,,HTI,Haiti,2019,Both sexes,Cancer,Global
31068.0,5397,,HTI,Haiti,2019,Both sexes,Cardiovascular disease,Global
4836.0,5397,,HTI,Haiti,2019,Female,Cancer,Global
1719.0,5397,,HTI,Haiti,2019,Female,Chronic respiratory disease,Global
18049.0,5397,,HTI,Haiti,2019,Female,Cardiovascular disease,Global
4141.0,5397,,HTI,Haiti,2019,Female,Diabetes,Global
13019.0,5397,,HTI,Haiti,2019,Male,Cardiovascular disease,Global
1762.0,5397,,HTI,Haiti,2019,Male,Diabetes,Global
2032.0,5397,,HTI,Haiti,2019,Male,Chronic respiratory disease,Global
4337.0,5397,,HTI,Haiti,2019,Male,Cancer,Global
301.0,5397,,HND,Honduras,2000,Male,Diabetes,Global
731.0,5397,,HND,Honduras,2000,Male,Chronic respiratory disease,Global
2813.0,5397,,HND,Honduras,2000,Male,Cardiovascular disease,Global
785.0,5397,,HND,Honduras,2000,Both sexes,Diabetes,Global
1740.0,5397,,HND,Honduras,2000,Both sexes,Chronic respiratory disease,Global
3104.0,5397,,HND,Honduras,2000,Both sexes,Cancer,Global
6938.0,5397,,HND,Honduras,2000,Both sexes,Cardiovascular disease,Global
483.0,5397,,HND,Honduras,2000,Female,Diabetes,Global
4125.0,5397,,HND,Honduras,2000,Female,Cardiovascular disease,Global
1009.0,5397,,HND,Honduras,2000,Female,Chronic respiratory disease,Global
1647.0,5397,,HND,Honduras,2000,Female,Cancer,Global
1457.0,5397,,HND,Honduras,2000,Male,Cancer,Global
3710.0,5397,,HND,Honduras,2005,Both sexes,Cancer,Global
1077.0,5397,,HND,Honduras,2005,Both sexes,Diabetes,Global
8387.0,5397,,HND,Honduras,2005,Both sexes,Cardiovascular disease,Global
2073.0,5397,,HND,Honduras,2005,Both sexes,Chronic respiratory disease,Global
1957.0,5397,,HND,Honduras,2005,Female,Cancer,Global
396.0,5397,,HND,Honduras,2005,Male,Diabetes,Global
1752.0,5397,,HND,Honduras,2005,Male,Cancer,Global
1219.0,5397,,HND,Honduras,2005,Female,Chronic respiratory disease,Global
5027.0,5397,,HND,Honduras,2005,Female,Cardiovascular disease,Global
681.0,5397,,HND,Honduras,2005,Female,Diabetes,Global
854.0,5397,,HND,Honduras,2005,Male,Chronic respiratory disease,Global
3360.0,5397,,HND,Honduras,2005,Male,Cardiovascular disease,Global
4345.0,5397,,HND,Honduras,2010,Both sexes,Cancer,Global
2505.0,5397,,HND,Honduras,2010,Both sexes,Chronic respiratory disease,Global
10324.0,5397,,HND,Honduras,2010,Both sexes,Cardiovascular disease,Global
1331.0,5397,,HND,Honduras,2010,Both sexes,Diabetes,Global
1500.0,5397,,HND,Honduras,2010,Female,Chronic respiratory disease,Global
6284.0,5397,,HND,Honduras,2010,Female,Cardiovascular disease,Global
842.0,5397,,HND,Honduras,2010,Female,Diabetes,Global
2054.0,5397,,HND,Honduras,2010,Male,Cancer,Global
2291.0,5397,,HND,Honduras,2010,Female,Cancer,Global
489.0,5397,,HND,Honduras,2010,Male,Diabetes,Global
1004.0,5397,,HND,Honduras,2010,Male,Chronic respiratory disease,Global
4040.0,5397,,HND,Honduras,2010,Male,Cardiovascular disease,Global
2119.0,5397,,HND,Honduras,2015,Both sexes,Diabetes,Global
3652.0,5397,,HND,Honduras,2015,Both sexes,Chronic respiratory disease,Global
15325.0,5397,,HND,Honduras,2015,Both sexes,Cardiovascular disease,Global
5390.0,5397,,HND,Honduras,2015,Both sexes,Cancer,Global
1181.0,5397,,HND,Honduras,2015,Female,Diabetes,Global
8034.0,5397,,HND,Honduras,2015,Female,Cardiovascular disease,Global
2748.0,5397,,HND,Honduras,2015,Female,Cancer,Global
1878.0,5397,,HND,Honduras,2015,Female,Chronic respiratory disease,Global
1774.0,5397,,HND,Honduras,2015,Male,Chronic respiratory disease,Global
938.0,5397,,HND,Honduras,2015,Male,Diabetes,Global
7291.0,5397,,HND,Honduras,2015,Male,Cardiovascular disease,Global
2642.0,5397,,HND,Honduras,2015,Male,Cancer,Global
15760.0,5397,,HND,Honduras,2019,Both sexes,Cardiovascular disease,Global
3620.0,5397,,HND,Honduras,2019,Both sexes,Chronic respiratory disease,Global
2173.0,5397,,HND,Honduras,2019,Both sexes,Diabetes,Global
6098.0,5397,,HND,Honduras,2019,Both sexes,Cancer,Global
8800.0,5397,,HND,Honduras,2019,Female,Cardiovascular disease,Global
1311.0,5397,,HND,Honduras,2019,Female,Diabetes,Global
3150.0,5397,,HND,Honduras,2019,Female,Cancer,Global
6960.0,5397,,HND,Honduras,2019,Male,Cardiovascular disease,Global
1630.0,5397,,HND,Honduras,2019,Male,Chronic respiratory disease,Global
2948.0,5397,,HND,Honduras,2019,Male,Cancer,Global
862.0,5397,,HND,Honduras,2019,Male,Diabetes,Global
1990.0,5397,,HND,Honduras,2019,Female,Chronic respiratory disease,Global
81797.0,5397,,,Latin America and the Caribbean,2000,Female,Chronic respiratory disease,Global
367625.0,5397,,,Latin America and the Caribbean,2000,Female,Cardiovascular disease,Global
61826.0,5397,,,Latin America and the Caribbean,2000,Male,Diabetes,Global
201362.0,5397,,,Latin America and the Caribbean,2000,Female,Cancer,Global
754354.0,5397,,,Latin America and the Caribbean,2000,Both sexes,Cardiovascular disease,Global
181481.0,5397,,,Latin America and the Caribbean,2000,Both sexes,Chronic respiratory disease,Global
418729.0,5397,,,Latin America and the Caribbean,2000,Both sexes,Cancer,Global
143022.0,5397,,,Latin America and the Caribbean,2000,Both sexes,Diabetes,Global
81196.0,5397,,,Latin America and the Caribbean,2000,Female,Diabetes,Global
217367.0,5397,,,Latin America and the Caribbean,2000,Male,Cancer,Global
386729.0,5397,,,Latin America and the Caribbean,2000,Male,Cardiovascular disease,Global
99685.0,5397,,,Latin America and the Caribbean,2000,Male,Chronic respiratory disease,Global
178374.0,5397,,,Latin America and the Caribbean,2005,Both sexes,Diabetes,Global
805175.0,5397,,,Latin America and the Caribbean,2005,Both sexes,Cardiovascular disease,Global
196710.0,5397,,,Latin America and the Caribbean,2005,Both sexes,Chronic respiratory disease,Global
475747.0,5397,,,Latin America and the Caribbean,2005,Both sexes,Cancer,Global
228207.0,5397,,,Latin America and the Caribbean,2005,Female,Cancer,Global
394262.0,5397,,,Latin America and the Caribbean,2005,Female,Cardiovascular disease,Global
90695.0,5397,,,Latin America and the Caribbean,2005,Female,Chronic respiratory disease,Global
99180.0,5397,,,Latin America and the Caribbean,2005,Female,Diabetes,Global
410913.0,5397,,,Latin America and the Caribbean,2005,Male,Cardiovascular disease,Global
79193.0,5397,,,Latin America and the Caribbean,2005,Male,Diabetes,Global
247540.0,5397,,,Latin America and the Caribbean,2005,Male,Cancer,Global
106016.0,5397,,,Latin America and the Caribbean,2005,Male,Chronic respiratory disease,Global
909039.0,5397,,,Latin America and the Caribbean,2010,Both sexes,Cardiovascular disease,Global
536723.0,5397,,,Latin America and the Caribbean,2010,Both sexes,Cancer,Global
100779.0,5397,,,Latin America and the Caribbean,2010,Female,Chronic respiratory disease,Global
118328.0,5397,,,Latin America and the Caribbean,2010,Female,Diabetes,Global
257578.0,5397,,,Latin America and the Caribbean,2010,Female,Cancer,Global
445124.0,5397,,,Latin America and the Caribbean,2010,Female,Cardiovascular disease,Global
98019.0,5397,,,Latin America and the Caribbean,2010,Male,Diabetes,Global
279145.0,5397,,,Latin America and the Caribbean,2010,Male,Cancer,Global
113654.0,5397,,,Latin America and the Caribbean,2010,Male,Chronic respiratory disease,Global
463915.0,5397,,,Latin America and the Caribbean,2010,Male,Cardiovascular disease,Global
216347.0,5397,,,Latin America and the Caribbean,2010,Both sexes,Diabetes,Global
214433.0,5397,,,Latin America and the Caribbean,2010,Both sexes,Chronic respiratory disease,Global
134144.0,5397,,,Latin America and the Caribbean,2015,Female,Diabetes,Global
604261.0,5397,,,Latin America and the Caribbean,2015,Both sexes,Cancer,Global
1001088.0,5397,,,Latin America and the Caribbean,2015,Both sexes,Cardiovascular disease,Global
230139.0,5397,,,Latin America and the Caribbean,2015,Both sexes,Chronic respiratory disease,Global
250727.0,5397,,,Latin America and the Caribbean,2015,Both sexes,Diabetes,Global
291897.0,5397,,,Latin America and the Caribbean,2015,Female,Cancer,Global
110199.0,5397,,,Latin America and the Caribbean,2015,Female,Chronic respiratory disease,Global
487976.0,5397,,,Latin America and the Caribbean,2015,Female,Cardiovascular disease,Global
116583.0,5397,,,Latin America and the Caribbean,2015,Male,Diabetes,Global
513112.0,5397,,,Latin America and the Caribbean,2015,Male,Cardiovascular disease,Global
119940.0,5397,,,Latin America and the Caribbean,2015,Male,Chronic respiratory disease,Global
312364.0,5397,,,Latin America and the Caribbean,2015,Male,Cancer,Global
248230.0,5397,,,Latin America and the Caribbean,2019,Both sexes,Chronic respiratory disease,Global
282462.0,5397,,,Latin America and the Caribbean,2019,Both sexes,Diabetes,Global
1079676.0,5397,,,Latin America and the Caribbean,2019,Both sexes,Cardiovascular disease,Global
661560.0,5397,,,Latin America and the Caribbean,2019,Both sexes,Cancer,Global
522890.0,5397,,,Latin America and the Caribbean,2019,Female,Cardiovascular disease,Global
120635.0,5397,,,Latin America and the Caribbean,2019,Female,Chronic respiratory disease,Global
149076.0,5397,,,Latin America and the Caribbean,2019,Female,Diabetes,Global
321848.0,5397,,,Latin America and the Caribbean,2019,Female,Cancer,Global
133386.0,5397,,,Latin America and the Caribbean,2019,Male,Diabetes,Global
127595.0,5397,,,Latin America and the Caribbean,2019,Male,Chronic respiratory disease,Global
556786.0,5397,,,Latin America and the Caribbean,2019,Male,Cardiovascular disease,Global
339712.0,5397,,,Latin America and the Caribbean,2019,Male,Cancer,Global
21096.0,5397,,MEX,Mexico,2000,Male,Diabetes,Global
47900.0,5397,,MEX,Mexico,2000,Male,Cardiovascular disease,Global
14466.0,5397,,MEX,Mexico,2000,Male,Chronic respiratory disease,Global
27133.0,5397,,MEX,Mexico,2000,Male,Cancer,Global
29195.0,5397,,MEX,Mexico,2000,Female,Cancer,Global
11917.0,5397,,MEX,Mexico,2000,Female,Chronic respiratory disease,Global
26145.0,5397,,MEX,Mexico,2000,Female,Diabetes,Global
49218.0,5397,,MEX,Mexico,2000,Female,Cardiovascular disease,Global
97118.0,5397,,MEX,Mexico,2000,Both sexes,Cardiovascular disease,Global
47241.0,5397,,MEX,Mexico,2000,Both sexes,Diabetes,Global
26382.0,5397,,MEX,Mexico,2000,Both sexes,Chronic respiratory disease,Global
56328.0,5397,,MEX,Mexico,2000,Both sexes,Cancer,Global
14254.0,5397,,MEX,Mexico,2005,Female,Chronic respiratory disease,Global
32729.0,5397,,MEX,Mexico,2005,Female,Cancer,Global
55380.0,5397,,MEX,Mexico,2005,Female,Cardiovascular disease,Global
30576.0,5397,,MEX,Mexico,2005,Both sexes,Chronic respiratory disease,Global
64187.0,5397,,MEX,Mexico,2005,Both sexes,Cancer,Global
56057.0,5397,,MEX,Mexico,2005,Male,Cardiovascular disease,Global
36757.0,5397,,MEX,Mexico,2005,Female,Diabetes,Global
16322.0,5397,,MEX,Mexico,2005,Male,Chronic respiratory disease,Global
67886.0,5397,,MEX,Mexico,2005,Both sexes,Diabetes,Global
111437.0,5397,,MEX,Mexico,2005,Both sexes,Cardiovascular disease,Global
31459.0,5397,,MEX,Mexico,2005,Male,Cancer,Global
31129.0,5397,,MEX,Mexico,2005,Male,Diabetes,Global
70367.0,5397,,MEX,Mexico,2010,Both sexes,Cancer,Global
138145.0,5397,,MEX,Mexico,2010,Both sexes,Cardiovascular disease,Global
35295.0,5397,,MEX,Mexico,2010,Both sexes,Chronic respiratory disease,Global
82280.0,5397,,MEX,Mexico,2010,Both sexes,Diabetes,Global
34552.0,5397,,MEX,Mexico,2010,Male,Cancer,Global
19079.0,5397,,MEX,Mexico,2010,Male,Chronic respiratory disease,Global
70228.0,5397,,MEX,Mexico,2010,Male,Cardiovascular disease,Global
39281.0,5397,,MEX,Mexico,2010,Male,Diabetes,Global
42999.0,5397,,MEX,Mexico,2010,Female,Diabetes,Global
16216.0,5397,,MEX,Mexico,2010,Female,Chronic respiratory disease,Global
67918.0,5397,,MEX,Mexico,2010,Female,Cardiovascular disease,Global
35814.0,5397,,MEX,Mexico,2010,Female,Cancer,Global
97760.0,5397,,MEX,Mexico,2015,Both sexes,Diabetes,Global
79164.0,5397,,MEX,Mexico,2015,Both sexes,Cancer,Global
163573.0,5397,,MEX,Mexico,2015,Both sexes,Cardiovascular disease,Global
36966.0,5397,,MEX,Mexico,2015,Both sexes,Chronic respiratory disease,Global
47495.0,5397,,MEX,Mexico,2015,Male,Diabetes,Global
19731.0,5397,,MEX,Mexico,2015,Male,Chronic respiratory disease,Global
38770.0,5397,,MEX,Mexico,2015,Male,Cancer,Global
84807.0,5397,,MEX,Mexico,2015,Male,Cardiovascular disease,Global
40394.0,5397,,MEX,Mexico,2015,Female,Cancer,Global
78767.0,5397,,MEX,Mexico,2015,Female,Cardiovascular disease,Global
50265.0,5397,,MEX,Mexico,2015,Female,Diabetes,Global
17235.0,5397,,MEX,Mexico,2015,Female,Chronic respiratory disease,Global
89330.0,5397,,MEX,Mexico,2019,Female,Cardiovascular disease,Global
18834.0,5397,,MEX,Mexico,2019,Female,Chronic respiratory disease,Global
57771.0,5397,,MEX,Mexico,2019,Female,Diabetes,Global
187960.0,5397,,MEX,Mexico,2019,Both sexes,Cardiovascular disease,Global
85711.0,5397,,MEX,Mexico,2019,Both sexes,Cancer,Global
38678.0,5397,,MEX,Mexico,2019,Both sexes,Chronic respiratory disease,Global
113477.0,5397,,MEX,Mexico,2019,Both sexes,Diabetes,Global
19844.0,5397,,MEX,Mexico,2019,Male,Chronic respiratory disease,Global
41779.0,5397,,MEX,Mexico,2019,Male,Cancer,Global
98630.0,5397,,MEX,Mexico,2019,Male,Cardiovascular disease,Global
43932.0,5397,,MEX,Mexico,2019,Female,Cancer,Global
55706.0,5397,,MEX,Mexico,2019,Male,Diabetes,Global
12069.0,5397,,PER,Peru,2000,Female,Cancer,Global
2958.0,5397,,PER,Peru,2000,Both sexes,Chronic respiratory disease,Global
21803.0,5397,,PER,Peru,2000,Both sexes,Cancer,Global
1784.0,5397,,PER,Peru,2000,Female,Diabetes,Global
1555.0,5397,,PER,Peru,2000,Female,Chronic respiratory disease,Global
15713.0,5397,,PER,Peru,2000,Both sexes,Cardiovascular disease,Global
2970.0,5397,,PER,Peru,2000,Both sexes,Diabetes,Global
1186.0,5397,,PER,Peru,2000,Male,Diabetes,Global
7227.0,5397,,PER,Peru,2000,Male,Cardiovascular disease,Global
1403.0,5397,,PER,Peru,2000,Male,Chronic respiratory disease,Global
9734.0,5397,,PER,Peru,2000,Male,Cancer,Global
8487.0,5397,,PER,Peru,2000,Female,Cardiovascular disease,Global
15460.0,5397,,PER,Peru,2005,Both sexes,Cardiovascular disease,Global
3550.0,5397,,PER,Peru,2005,Both sexes,Chronic respiratory disease,Global
1701.0,5397,,PER,Peru,2005,Male,Chronic respiratory disease,Global
7298.0,5397,,PER,Peru,2005,Male,Cardiovascular disease,Global
8162.0,5397,,PER,Peru,2005,Female,Cardiovascular disease,Global
1977.0,5397,,PER,Peru,2005,Female,Diabetes,Global
12578.0,5397,,PER,Peru,2005,Female,Cancer,Global
1849.0,5397,,PER,Peru,2005,Female,Chronic respiratory disease,Global
23223.0,5397,,PER,Peru,2005,Both sexes,Cancer,Global
3383.0,5397,,PER,Peru,2005,Both sexes,Diabetes,Global
10645.0,5397,,PER,Peru,2005,Male,Cancer,Global
1405.0,5397,,PER,Peru,2005,Male,Diabetes,Global
28538.0,5397,,PER,Peru,2010,Both sexes,Cancer,Global
19687.0,5397,,PER,Peru,2010,Both sexes,Cardiovascular disease,Global
9880.0,5397,,PER,Peru,2010,Female,Cardiovascular disease,Global
2564.0,5397,,PER,Peru,2010,Female,Chronic respiratory disease,Global
5029.0,5397,,PER,Peru,2010,Both sexes,Diabetes,Global
5158.0,5397,,PER,Peru,2010,Both sexes,Chronic respiratory disease,Global
9807.0,5397,,PER,Peru,2010,Male,Cardiovascular disease,Global
14894.0,5397,,PER,Peru,2010,Female,Cancer,Global
2786.0,5397,,PER,Peru,2010,Female,Diabetes,Global
2243.0,5397,,PER,Peru,2010,Male,Diabetes,Global
2594.0,5397,,PER,Peru,2010,Male,Chronic respiratory disease,Global
13643.0,5397,,PER,Peru,2010,Male,Cancer,Global
21064.0,5397,,PER,Peru,2015,Both sexes,Cardiovascular disease,Global
31225.0,5397,,PER,Peru,2015,Both sexes,Cancer,Global
15873.0,5397,,PER,Peru,2015,Female,Cancer,Global
5653.0,5397,,PER,Peru,2015,Both sexes,Chronic respiratory disease,Global
5786.0,5397,,PER,Peru,2015,Both sexes,Diabetes,Global
3217.0,5397,,PER,Peru,2015,Female,Diabetes,Global
2849.0,5397,,PER,Peru,2015,Female,Chronic respiratory disease,Global
10623.0,5397,,PER,Peru,2015,Female,Cardiovascular disease,Global
10441.0,5397,,PER,Peru,2015,Male,Cardiovascular disease,Global
2804.0,5397,,PER,Peru,2015,Male,Chronic respiratory disease,Global
15353.0,5397,,PER,Peru,2015,Male,Cancer,Global
2569.0,5397,,PER,Peru,2015,Male,Diabetes,Global
25253.0,5397,,PER,Peru,2019,Both sexes,Cardiovascular disease,Global
36355.0,5397,,PER,Peru,2019,Both sexes,Cancer,Global
3038.0,5397,,PER,Peru,2019,Female,Chronic respiratory disease,Global
3639.0,5397,,PER,Peru,2019,Female,Diabetes,Global
6055.0,5397,,PER,Peru,2019,Both sexes,Chronic respiratory disease,Global
6643.0,5397,,PER,Peru,2019,Both sexes,Diabetes,Global
3004.0,5397,,PER,Peru,2019,Male,Diabetes,Global
12656.0,5397,,PER,Peru,2019,Male,Cardiovascular disease,Global
3017.0,5397,,PER,Peru,2019,Male,Chronic respiratory disease,Global
18092.0,5397,,PER,Peru,2019,Female,Cancer,Global
12597.0,5397,,PER,Peru,2019,Female,Cardiovascular disease,Global
18263.0,5397,,PER,Peru,2019,Male,Cancer,Global
74.0,5397,,ATG,Antigua and Barbuda,2000,Both sexes,Cancer,Global
41.0,5397,,ATG,Antigua and Barbuda,2000,Both sexes,Diabetes,Global
30.0,5397,,ATG,Antigua and Barbuda,2000,Female,Cancer,Global
76.0,5397,,ATG,Antigua and Barbuda,2000,Female,Cardiovascular disease,Global
25.0,5397,,ATG,Antigua and Barbuda,2000,Female,Diabetes,Global
148.0,5397,,ATG,Antigua and Barbuda,2000,Both sexes,Cardiovascular disease,Global
15.0,5397,,ATG,Antigua and Barbuda,2000,Both sexes,Chronic respiratory disease,Global
6.0,5397,,ATG,Antigua and Barbuda,2000,Female,Chronic respiratory disease,Global
44.0,5397,,ATG,Antigua and Barbuda,2000,Male,Cancer,Global
9.0,5397,,ATG,Antigua and Barbuda,2000,Male,Chronic respiratory disease,Global
72.0,5397,,ATG,Antigua and Barbuda,2000,Male,Cardiovascular disease,Global
16.0,5397,,ATG,Antigua and Barbuda,2000,Male,Diabetes,Global
34.0,5397,,ATG,Antigua and Barbuda,2005,Female,Cancer,Global
8.0,5397,,ATG,Antigua and Barbuda,2005,Male,Chronic respiratory disease,Global
23.0,5397,,ATG,Antigua and Barbuda,2005,Male,Diabetes,Global
81.0,5397,,ATG,Antigua and Barbuda,2005,Male,Cardiovascular disease,Global
76.0,5397,,ATG,Antigua and Barbuda,2005,Both sexes,Cancer,Global
167.0,5397,,ATG,Antigua and Barbuda,2005,Both sexes,Cardiovascular disease,Global
54.0,5397,,ATG,Antigua and Barbuda,2005,Both sexes,Diabetes,Global
15.0,5397,,ATG,Antigua and Barbuda,2005,Both sexes,Chronic respiratory disease,Global
41.0,5397,,ATG,Antigua and Barbuda,2005,Male,Cancer,Global
7.0,5397,,ATG,Antigua and Barbuda,2005,Female,Chronic respiratory disease,Global
86.0,5397,,ATG,Antigua and Barbuda,2005,Female,Cardiovascular disease,Global
31.0,5397,,ATG,Antigua and Barbuda,2005,Female,Diabetes,Global
93.0,5397,,ATG,Antigua and Barbuda,2010,Male,Cardiovascular disease,Global
181.0,5397,,ATG,Antigua and Barbuda,2010,Both sexes,Cardiovascular disease,Global
55.0,5397,,ATG,Antigua and Barbuda,2010,Male,Cancer,Global
45.0,5397,,ATG,Antigua and Barbuda,2010,Female,Cancer,Global
30.0,5397,,ATG,Antigua and Barbuda,2010,Female,Diabetes,Global
88.0,5397,,ATG,Antigua and Barbuda,2010,Female,Cardiovascular disease,Global
9.0,5397,,ATG,Antigua and Barbuda,2010,Female,Chronic respiratory disease,Global
100.0,5397,,ATG,Antigua and Barbuda,2010,Both sexes,Cancer,Global
52.0,5397,,ATG,Antigua and Barbuda,2010,Both sexes,Diabetes,Global
19.0,5397,,ATG,Antigua and Barbuda,2010,Both sexes,Chronic respiratory disease,Global
10.0,5397,,ATG,Antigua and Barbuda,2010,Male,Chronic respiratory disease,Global
22.0,5397,,ATG,Antigua and Barbuda,2010,Male,Diabetes,Global
124.0,5397,,ATG,Antigua and Barbuda,2015,Both sexes,Cancer,Global
31.0,5397,,ATG,Antigua and Barbuda,2015,Female,Diabetes,Global
25.0,5397,,ATG,Antigua and Barbuda,2015,Both sexes,Chronic respiratory disease,Global
64.0,5397,,ATG,Antigua and Barbuda,2015,Female,Cancer,Global
